drift,unbalance,type,alg,Gmean
jitter,3,periodic,improved_OOB,1.0115843358707897
jitter,3,periodic,WEOB1,1.0095114358021091
jitter,3,periodic,CSMOTE,0.987225530754111
jitter,3,periodic,OOB,1.0121491652219299
jitter,3,periodic,improved_UOB,1.0031449912163282
jitter,3,periodic,WEOB2,0.9931179011491404
jitter,3,periodic,UOB,0.9976064088256892
jitter,3,periodic,RebalanceStream,0.9856602311599019
jitter,4,incremental,improved_OOB,1.0114231129322135
jitter,4,incremental,WEOB1,1.0086235785288813
jitter,4,incremental,CSMOTE,0.9891867849639683
jitter,4,incremental,OOB,1.0050646334086304
jitter,4,incremental,improved_UOB,0.9955794625376702
jitter,4,incremental,WEOB2,0.9916777896547873
jitter,4,incremental,UOB,1.0050646334086304
jitter,4,incremental,RebalanceStream,0.9933800045652185
jitter,4,sudden,improved_OOB,1.009079837271449
jitter,4,sudden,WEOB1,1.0078206502734348
jitter,4,sudden,CSMOTE,0.9825980100589774
jitter,4,sudden,OOB,1.007123901975809
jitter,4,sudden,improved_UOB,1.0030923462255306
jitter,4,sudden,WEOB2,0.9783991774002513
jitter,4,sudden,UOB,1.007123901975809
jitter,4,sudden,RebalanceStream,1.0047621748187385
jitter,4,periodic,improved_OOB,1.0114231129322135
jitter,4,periodic,WEOB1,1.0086235785288813
jitter,4,periodic,CSMOTE,0.9891867849639683
jitter,4,periodic,OOB,1.0050646334086304
jitter,4,periodic,improved_UOB,0.9955794625376702
jitter,4,periodic,WEOB2,0.9916777896547873
jitter,4,periodic,UOB,1.0050646334086304
jitter,4,periodic,RebalanceStream,0.9933800045652185
disappearing-minority,1,incremental,improved_OOB,1.0291171671224602
disappearing-minority,1,incremental,WEOB1,1.0289681025742956
disappearing-minority,1,incremental,CSMOTE,1.003297321870287
disappearing-minority,1,incremental,OOB,1.0293851302543382
disappearing-minority,1,incremental,improved_UOB,1.009317839284685
disappearing-minority,1,incremental,WEOB2,1.0081958916997182
disappearing-minority,1,incremental,UOB,1.008060314421829
disappearing-minority,1,incremental,RebalanceStream,0.8836582327723873
disappearing-minority,1,sudden,improved_OOB,1.025726368127522
disappearing-minority,1,sudden,WEOB1,1.0269435135550715
disappearing-minority,1,sudden,CSMOTE,1.0072624122387046
disappearing-minority,1,sudden,OOB,1.0260061910323317
disappearing-minority,1,sudden,improved_UOB,1.0089157074546624
disappearing-minority,1,sudden,WEOB2,1.008159722391039
disappearing-minority,1,sudden,UOB,1.0076547648271537
disappearing-minority,1,sudden,RebalanceStream,0.8893313203735143
disappearing-minority,1,periodic,improved_OOB,1.029889500976004
disappearing-minority,1,periodic,WEOB1,1.0359705761852833
disappearing-minority,1,periodic,CSMOTE,1.0039794727955356
disappearing-minority,1,periodic,OOB,1.0311607588899463
disappearing-minority,1,periodic,improved_UOB,1.0153097592658542
disappearing-minority,1,periodic,WEOB2,1.010061767191325
disappearing-minority,1,periodic,UOB,1.01416921593709
disappearing-minority,1,periodic,RebalanceStream,0.8594589487589613
disappearing-minority,2,incremental,improved_OOB,1.0138950476947126
disappearing-minority,2,incremental,WEOB1,1.0130143987341975
disappearing-minority,2,incremental,CSMOTE,1.0039655535075345
disappearing-minority,2,incremental,OOB,1.0168684857146773
disappearing-minority,2,incremental,improved_UOB,1.00224205192669
disappearing-minority,2,incremental,WEOB2,0.9992516496859905
disappearing-minority,2,incremental,UOB,0.9987660964179609
disappearing-minority,2,incremental,RebalanceStream,0.9519967163182368
disappearing-minority,2,sudden,improved_OOB,1.0120138203108278
disappearing-minority,2,sudden,WEOB1,1.0113485810679375
disappearing-minority,2,sudden,CSMOTE,1.0079386356122313
disappearing-minority,2,sudden,OOB,1.0150616880517072
disappearing-minority,2,sudden,improved_UOB,1.000499286746027
disappearing-minority,2,sudden,WEOB2,0.9978975882333998
disappearing-minority,2,sudden,UOB,0.9975755191196461
disappearing-minority,2,sudden,RebalanceStream,0.9576648808582233
disappearing-minority,2,periodic,improved_OOB,1.0215981150824878
disappearing-minority,2,periodic,WEOB1,1.0237547940429839
disappearing-minority,2,periodic,CSMOTE,1.0064239729252518
disappearing-minority,2,periodic,OOB,1.0249862982120124
disappearing-minority,2,periodic,improved_UOB,1.014971517293492
disappearing-minority,2,periodic,WEOB2,1.01062509398361
disappearing-minority,2,periodic,UOB,1.0102967416537172
disappearing-minority,2,periodic,RebalanceStream,0.8873434668064454
disappearing-minority,3,incremental,improved_OOB,1.0083101812784787
disappearing-minority,3,incremental,WEOB1,1.0066199628646046
disappearing-minority,3,incremental,CSMOTE,1.0021237360666533
disappearing-minority,3,incremental,OOB,1.0084903597693438
disappearing-minority,3,incremental,improved_UOB,1.0011598856029889
disappearing-minority,3,incremental,WEOB2,0.9978199305038624
disappearing-minority,3,incremental,UOB,0.9953178267575181
disappearing-minority,3,incremental,RebalanceStream,0.9801581171565503
disappearing-minority,3,sudden,improved_OOB,1.0066466366958042
disappearing-minority,3,sudden,WEOB1,1.0048127522336854
disappearing-minority,3,sudden,CSMOTE,1.0039394707536464
disappearing-minority,3,sudden,OOB,1.0067627701103072
disappearing-minority,3,sudden,improved_UOB,0.9996587033447428
disappearing-minority,3,sudden,WEOB2,0.9959913360250401
disappearing-minority,3,sudden,UOB,0.9936250846544152
disappearing-minority,3,sudden,RebalanceStream,0.9885632461823587
disappearing-minority,3,periodic,improved_OOB,1.0108999621013488
disappearing-minority,3,periodic,WEOB1,1.0131574425616803
disappearing-minority,3,periodic,CSMOTE,1.0026426117158334
disappearing-minority,3,periodic,OOB,1.0114566992379144
disappearing-minority,3,periodic,improved_UOB,1.0084491974151542
disappearing-minority,3,periodic,WEOB2,1.0044775259701781
disappearing-minority,3,periodic,UOB,1.0026055005464543
disappearing-minority,3,periodic,RebalanceStream,0.9463110604514355
disappearing-minority,4,incremental,improved_OOB,1.005386319163719
disappearing-minority,4,incremental,WEOB1,1.0040093839245448
disappearing-minority,4,incremental,CSMOTE,1.0007677035553708
disappearing-minority,4,incremental,OOB,1.003299517504191
disappearing-minority,4,incremental,improved_UOB,0.9991715443994591
disappearing-minority,4,incremental,WEOB2,0.9957303656493715
disappearing-minority,4,incremental,UOB,1.0032963007097733
disappearing-minority,4,incremental,RebalanceStream,0.9883388650935713
disappearing-minority,4,sudden,improved_OOB,1.0032680517035804
disappearing-minority,4,sudden,WEOB1,1.002225385497855
disappearing-minority,4,sudden,CSMOTE,1.0035472877077893
disappearing-minority,4,sudden,OOB,1.0008416253376806
disappearing-minority,4,sudden,improved_UOB,0.9978157628780359
disappearing-minority,4,sudden,WEOB2,0.9938307804942721
disappearing-minority,4,sudden,UOB,1.0008416253376806
disappearing-minority,4,sudden,RebalanceStream,0.9976294810431063
disappearing-minority,4,periodic,improved_OOB,1.0052085890771532
disappearing-minority,4,periodic,WEOB1,1.007054350320484
disappearing-minority,4,periodic,CSMOTE,0.9993794180392015
disappearing-minority,4,periodic,OOB,1.003702791174362
disappearing-minority,4,periodic,improved_UOB,1.0035355701543371
disappearing-minority,4,periodic,WEOB2,0.9994021512578231
disappearing-minority,4,periodic,UOB,0.9953439644240211
disappearing-minority,4,periodic,RebalanceStream,0.9863731655526167
appearing-minority,1,incremental,improved_OOB,1.0187471706226041
appearing-minority,1,incremental,WEOB1,1.0251765065564054
appearing-minority,1,incremental,CSMOTE,0.9997400081413961
appearing-minority,1,incremental,OOB,1.0227482002641841
appearing-minority,1,incremental,improved_UOB,1.0100791539479625
appearing-minority,1,incremental,WEOB2,1.0073914978208585
appearing-minority,1,incremental,UOB,1.0054176786291391
appearing-minority,1,incremental,RebalanceStream,0.9106997840174502
appearing-minority,1,sudden,improved_OOB,1.0241227912010789
appearing-minority,1,sudden,WEOB1,1.0265769996258667
appearing-minority,1,sudden,CSMOTE,1.0045479760471834
appearing-minority,1,sudden,OOB,1.0288815189330198
appearing-minority,1,sudden,improved_UOB,1.0070340086547993
appearing-minority,1,sudden,WEOB2,1.0047231966016308
appearing-minority,1,sudden,UOB,1.0019190804370246
appearing-minority,1,sudden,RebalanceStream,0.9021944284993961
appearing-minority,1,periodic,improved_OOB,1.001209003811988
appearing-minority,1,periodic,WEOB1,1.004104319434555
appearing-minority,1,periodic,CSMOTE,0.9994862257622427
appearing-minority,1,periodic,OOB,1.001195031312602
appearing-minority,1,periodic,improved_UOB,1.0025626264994645
appearing-minority,1,periodic,WEOB2,1.0024776670886193
appearing-minority,1,periodic,UOB,0.9944251420266744
appearing-minority,1,periodic,RebalanceStream,0.9945399840638546
appearing-minority,2,incremental,improved_OOB,1.0152656655772854
appearing-minority,2,incremental,WEOB1,1.0184790426978885
appearing-minority,2,incremental,CSMOTE,0.9979618939331193
appearing-minority,2,incremental,OOB,1.01863538902164
appearing-minority,2,incremental,improved_UOB,1.0043429088526985
appearing-minority,2,incremental,WEOB2,1.0005133689676564
appearing-minority,2,incremental,UOB,1.01282431094877
appearing-minority,2,incremental,RebalanceStream,0.9319774200009412
appearing-minority,2,sudden,improved_OOB,1.017254952998388
appearing-minority,2,sudden,WEOB1,1.016063741467059
appearing-minority,2,sudden,CSMOTE,1.0028821679837645
appearing-minority,2,sudden,OOB,1.017349655103155
appearing-minority,2,sudden,improved_UOB,1.0007100373829394
appearing-minority,2,sudden,WEOB2,0.9972406579370525
appearing-minority,2,sudden,UOB,1.0012346473264269
appearing-minority,2,sudden,RebalanceStream,0.9472641398012142
appearing-minority,2,periodic,improved_OOB,1.0019943317874027
appearing-minority,2,periodic,WEOB1,1.0033411834386072
appearing-minority,2,periodic,CSMOTE,0.9990983209946932
appearing-minority,2,periodic,OOB,1.0027842803493967
appearing-minority,2,periodic,improved_UOB,0.9999338657171449
appearing-minority,2,periodic,WEOB2,0.9998191272199932
appearing-minority,2,periodic,UOB,0.9975826624508994
appearing-minority,2,periodic,RebalanceStream,0.9954462280418624
appearing-minority,3,incremental,improved_OOB,1.008760946279795
appearing-minority,3,incremental,WEOB1,1.0076109048056536
appearing-minority,3,incremental,CSMOTE,0.9977774044844687
appearing-minority,3,incremental,OOB,1.0108698333069137
appearing-minority,3,incremental,improved_UOB,1.0008265159729293
appearing-minority,3,incremental,WEOB2,0.9954020774178776
appearing-minority,3,incremental,UOB,0.999511137145502
appearing-minority,3,incremental,RebalanceStream,0.9792411805868602
appearing-minority,3,sudden,improved_OOB,1.0095798642720542
appearing-minority,3,sudden,WEOB1,1.0086207078892506
appearing-minority,3,sudden,CSMOTE,1.0055815838214481
appearing-minority,3,sudden,OOB,1.0082199377781245
appearing-minority,3,sudden,improved_UOB,0.9957301213077582
appearing-minority,3,sudden,WEOB2,0.9922085061287664
appearing-minority,3,sudden,UOB,0.9982004587961949
appearing-minority,3,sudden,RebalanceStream,0.9818588200064031
appearing-minority,3,periodic,improved_OOB,1.0027211628446198
appearing-minority,3,periodic,WEOB1,1.002496884439447
appearing-minority,3,periodic,CSMOTE,0.9981646962496765
appearing-minority,3,periodic,OOB,1.0036182323986043
appearing-minority,3,periodic,improved_UOB,0.9992840018657453
appearing-minority,3,periodic,WEOB2,0.9988512543117445
appearing-minority,3,periodic,UOB,0.9988556576859541
appearing-minority,3,periodic,RebalanceStream,0.996008110204209
appearing-minority,4,incremental,improved_OOB,1.0056921781762627
appearing-minority,4,incremental,WEOB1,1.0054655771469772
appearing-minority,4,incremental,CSMOTE,0.9939036138374668
appearing-minority,4,incremental,OOB,1.0073474474499633
appearing-minority,4,incremental,improved_UOB,0.9997372352339106
appearing-minority,4,incremental,WEOB2,0.9977063557472353
appearing-minority,4,incremental,UOB,1.0001749420685708
appearing-minority,4,incremental,RebalanceStream,0.9899726503396131
appearing-minority,4,sudden,improved_OOB,1.0084076659263965
appearing-minority,4,sudden,WEOB1,1.0065906023324291
appearing-minority,4,sudden,CSMOTE,1.002024992763347
appearing-minority,4,sudden,OOB,1.0066007876458942
appearing-minority,4,sudden,improved_UOB,0.995469119901647
appearing-minority,4,sudden,WEOB2,0.9912530821195357
appearing-minority,4,sudden,UOB,0.9976237129009936
appearing-minority,4,sudden,RebalanceStream,0.9920300364097563
appearing-minority,4,periodic,improved_OOB,1.0034101082918676
appearing-minority,4,periodic,WEOB1,1.0026735148380943
appearing-minority,4,periodic,CSMOTE,0.9996091788137718
appearing-minority,4,periodic,OOB,1.0033580214808662
appearing-minority,4,periodic,improved_UOB,1.000814926047646
appearing-minority,4,periodic,WEOB2,0.999904064969091
appearing-minority,4,periodic,UOB,0.9995192032801276
appearing-minority,4,periodic,RebalanceStream,0.9907109822785359
appearing-clusters,1,incremental,improved_OOB,1.0108329414083754
appearing-clusters,1,incremental,WEOB1,1.0147183213969768
appearing-clusters,1,incremental,CSMOTE,0.9938025982366439
appearing-clusters,1,incremental,OOB,1.016355819957906
appearing-clusters,1,incremental,improved_UOB,1.0104382998170518
appearing-clusters,1,incremental,WEOB2,1.0015657739114445
appearing-clusters,1,incremental,UOB,1.009013588369262
appearing-clusters,1,incremental,RebalanceStream,0.9432726569023407
appearing-clusters,1,sudden,improved_OOB,1.0153768714719573
appearing-clusters,1,sudden,WEOB1,1.0159821641060194
appearing-clusters,1,sudden,CSMOTE,0.9949687452118078
appearing-clusters,1,sudden,OOB,1.0155621285479364
appearing-clusters,1,sudden,improved_UOB,1.0105107132508684
appearing-clusters,1,sudden,WEOB2,0.9960462162179636
appearing-clusters,1,sudden,UOB,1.0081933939469139
appearing-clusters,1,sudden,RebalanceStream,0.9433597672465329
appearing-clusters,1,periodic,improved_OOB,1.012823663271736
appearing-clusters,1,periodic,WEOB1,1.0125685628900551
appearing-clusters,1,periodic,CSMOTE,1.0026340482365637
appearing-clusters,1,periodic,OOB,1.0128829967038306
appearing-clusters,1,periodic,improved_UOB,1.0083090261368945
appearing-clusters,1,periodic,WEOB2,1.0062194431404676
appearing-clusters,1,periodic,UOB,1.0072779555348819
appearing-clusters,1,periodic,RebalanceStream,0.9372843040855702
appearing-clusters,2,incremental,improved_OOB,1.0070971694945174
appearing-clusters,2,incremental,WEOB1,1.0063029230136507
appearing-clusters,2,incremental,CSMOTE,0.9955934846969161
appearing-clusters,2,incremental,OOB,1.0083174232977175
appearing-clusters,2,incremental,improved_UOB,1.0013760053786622
appearing-clusters,2,incremental,WEOB2,0.9986232155039456
appearing-clusters,2,incremental,UOB,0.9996684472888007
appearing-clusters,2,incremental,RebalanceStream,0.9830213313257897
appearing-clusters,2,sudden,improved_OOB,1.0078109380523836
appearing-clusters,2,sudden,WEOB1,1.0080917041341928
appearing-clusters,2,sudden,CSMOTE,0.9939207898515884
appearing-clusters,2,sudden,OOB,1.0094078652803231
appearing-clusters,2,sudden,improved_UOB,1.0039647234260052
appearing-clusters,2,sudden,WEOB2,0.9996379039301722
appearing-clusters,2,sudden,UOB,1.0010644311309531
appearing-clusters,2,sudden,RebalanceStream,0.9761016441943808
appearing-clusters,2,periodic,improved_OOB,1.0038782778144522
appearing-clusters,2,periodic,WEOB1,1.0030244107372481
appearing-clusters,2,periodic,CSMOTE,1.0012397992223312
appearing-clusters,2,periodic,OOB,1.0038321544210718
appearing-clusters,2,periodic,improved_UOB,1.0009731389288024
appearing-clusters,2,periodic,WEOB2,0.9988377719363638
appearing-clusters,2,periodic,UOB,0.9990720949184234
appearing-clusters,2,periodic,RebalanceStream,0.9891423520213081
appearing-clusters,3,incremental,improved_OOB,1.0034109928517148
appearing-clusters,3,incremental,WEOB1,1.0028800882071143
appearing-clusters,3,incremental,CSMOTE,0.9953550721759559
appearing-clusters,3,incremental,OOB,1.0042925626092525
appearing-clusters,3,incremental,improved_UOB,1.0000352730711248
appearing-clusters,3,incremental,WEOB2,0.9995471312741462
appearing-clusters,3,incremental,UOB,1.0007594488869718
appearing-clusters,3,incremental,RebalanceStream,0.9937194309237191
appearing-clusters,3,sudden,improved_OOB,1.0030038681356195
appearing-clusters,3,sudden,WEOB1,1.0024141505703539
appearing-clusters,3,sudden,CSMOTE,0.9952467855743949
appearing-clusters,3,sudden,OOB,1.0038771871014034
appearing-clusters,3,sudden,improved_UOB,1.0002318967373467
appearing-clusters,3,sudden,WEOB2,0.9985206607300445
appearing-clusters,3,sudden,UOB,1.0016901268163967
appearing-clusters,3,sudden,RebalanceStream,0.9950153243344414
appearing-clusters,3,periodic,improved_OOB,1.0013027387752875
appearing-clusters,3,periodic,WEOB1,1.0005792649608485
appearing-clusters,3,periodic,CSMOTE,1.0003556387131267
appearing-clusters,3,periodic,OOB,1.0010750834976576
appearing-clusters,3,periodic,improved_UOB,0.9992345110381796
appearing-clusters,3,periodic,WEOB2,0.9987230930893822
appearing-clusters,3,periodic,UOB,1.0010750834976576
appearing-clusters,3,periodic,RebalanceStream,0.9976545864278608
appearing-clusters,4,incremental,improved_OOB,1.001243761601828
appearing-clusters,4,incremental,WEOB1,1.0006127483062128
appearing-clusters,4,incremental,CSMOTE,0.9960692962848214
appearing-clusters,4,incremental,OOB,1.0026238841044897
appearing-clusters,4,incremental,improved_UOB,0.9995058399328616
appearing-clusters,4,incremental,WEOB2,0.9987564059205811
appearing-clusters,4,incremental,UOB,1.0013284997808287
appearing-clusters,4,incremental,RebalanceStream,0.9998595640683763
appearing-clusters,4,sudden,improved_OOB,1.0013470492553436
appearing-clusters,4,sudden,WEOB1,1.000949478067163
appearing-clusters,4,sudden,CSMOTE,0.9966758438406774
appearing-clusters,4,sudden,OOB,1.0032252036738865
appearing-clusters,4,sudden,improved_UOB,0.9996952249815368
appearing-clusters,4,sudden,WEOB2,0.9990092683850449
appearing-clusters,4,sudden,UOB,1.0018779669209121
appearing-clusters,4,sudden,RebalanceStream,0.9972199648754343
appearing-clusters,4,periodic,improved_OOB,1.000115515156098
appearing-clusters,4,periodic,WEOB1,0.999814788503931
appearing-clusters,4,periodic,CSMOTE,1.0001653188327855
appearing-clusters,4,periodic,OOB,1.0008551004462345
appearing-clusters,4,periodic,improved_UOB,0.9995324150809699
appearing-clusters,4,periodic,WEOB2,0.9987699931609604
appearing-clusters,4,periodic,UOB,1.0007167597993916
appearing-clusters,4,periodic,RebalanceStream,1.0000301090196289
shapeshift,1,incremental,improved_OOB,1.03287526947369
shapeshift,1,incremental,WEOB1,1.0347086317484449
shapeshift,1,incremental,CSMOTE,0.9965492793023918
shapeshift,1,incremental,OOB,1.035794598340255
shapeshift,1,incremental,improved_UOB,1.0120695575094218
shapeshift,1,incremental,WEOB2,1.0092356987404425
shapeshift,1,incremental,UOB,1.0141117207244166
shapeshift,1,incremental,RebalanceStream,0.864655244160937
shapeshift,1,sudden,improved_OOB,1.032873255693076
shapeshift,1,sudden,WEOB1,1.0358223291458852
shapeshift,1,sudden,CSMOTE,0.9966002515084303
shapeshift,1,sudden,OOB,1.0364362690577469
shapeshift,1,sudden,improved_UOB,1.0137141713777031
shapeshift,1,sudden,WEOB2,1.0061971390230655
shapeshift,1,sudden,UOB,1.0119633574226923
shapeshift,1,sudden,RebalanceStream,0.8663932267714002
shapeshift,1,periodic,improved_OOB,1.0306157735535508
shapeshift,1,periodic,WEOB1,1.0338953973719962
shapeshift,1,periodic,CSMOTE,1.0057937635026595
shapeshift,1,periodic,OOB,1.033699496192839
shapeshift,1,periodic,improved_UOB,1.0123518518093833
shapeshift,1,periodic,WEOB2,1.0080303333356582
shapeshift,1,periodic,UOB,1.0124374095956241
shapeshift,1,periodic,RebalanceStream,0.8631759746382884
shapeshift,2,incremental,improved_OOB,1.0166242644598922
shapeshift,2,incremental,WEOB1,1.0149845261657078
shapeshift,2,incremental,CSMOTE,1.0032015960838858
shapeshift,2,incremental,OOB,1.0195798586365716
shapeshift,2,incremental,improved_UOB,1.0036533170015747
shapeshift,2,incremental,WEOB2,0.9995357596961819
shapeshift,2,incremental,UOB,0.9996921593987728
shapeshift,2,incremental,RebalanceStream,0.9427285185574131
shapeshift,2,sudden,improved_OOB,1.0170908407312265
shapeshift,2,sudden,WEOB1,1.0151210746765105
shapeshift,2,sudden,CSMOTE,1.003130696365351
shapeshift,2,sudden,OOB,1.0203430927806358
shapeshift,2,sudden,improved_UOB,1.003257951623766
shapeshift,2,sudden,WEOB2,0.9984783994423109
shapeshift,2,sudden,UOB,0.9995823204175096
shapeshift,2,sudden,RebalanceStream,0.9429956239626898
shapeshift,2,periodic,improved_OOB,1.0153135030967269
shapeshift,2,periodic,WEOB1,1.0147380889386237
shapeshift,2,periodic,CSMOTE,0.9995962626713215
shapeshift,2,periodic,OOB,1.0196498109433971
shapeshift,2,periodic,improved_UOB,1.0034136057617131
shapeshift,2,periodic,WEOB2,1.0007633495957364
shapeshift,2,periodic,UOB,1.0006311977652091
shapeshift,2,periodic,RebalanceStream,0.9458941812272714
shapeshift,3,incremental,improved_OOB,1.0089450821517443
shapeshift,3,incremental,WEOB1,1.0066505808059125
shapeshift,3,incremental,CSMOTE,0.9976238661407903
shapeshift,3,incremental,OOB,1.0096951393065183
shapeshift,3,incremental,improved_UOB,1.0006245144724977
shapeshift,3,incremental,WEOB2,0.9976087412009192
shapeshift,3,incremental,UOB,0.9965397466310351
shapeshift,3,incremental,RebalanceStream,0.9823123292905827
shapeshift,3,sudden,improved_OOB,1.008522997763344
shapeshift,3,sudden,WEOB1,1.0063190829737307
shapeshift,3,sudden,CSMOTE,0.9973241004653339
shapeshift,3,sudden,OOB,1.0094240525490914
shapeshift,3,sudden,improved_UOB,1.0000604952312546
shapeshift,3,sudden,WEOB2,0.9990874299883172
shapeshift,3,sudden,UOB,0.9953639391243444
shapeshift,3,sudden,RebalanceStream,0.9838979019045838
shapeshift,3,periodic,improved_OOB,1.0089885348376035
shapeshift,3,periodic,WEOB1,1.006816229139256
shapeshift,3,periodic,CSMOTE,0.9968795809815308
shapeshift,3,periodic,OOB,1.0082630684794989
shapeshift,3,periodic,improved_UOB,0.9995961913762142
shapeshift,3,periodic,WEOB2,0.9975681663946785
shapeshift,3,periodic,UOB,0.9945687068409618
shapeshift,3,periodic,RebalanceStream,0.9873195219502571
shapeshift,4,incremental,improved_OOB,1.0055656638482275
