drift,unbalance,type,alg,mean,std
sine_P(x_y),4,sudden,improved_OOB,70.41624253310604,1.4210854715202004e-14
sine_P(x_y),4,sudden,WEOB1,70.39413885326687,1.4210854715202004e-14
sine_P(x_y),4,sudden,OOB,70.40915997077278,1.4210854715202004e-14
sine_P(x_y),4,sudden,ESOS_ELM,65.44535669600874,0.022250383440288537
sine_P(x_y),4,sudden,improved_UOB,70.29929327034867,0.0
sine_P(x_y),4,sudden,WEOB2,70.27750967966463,1.4210854715202004e-14
sine_P(x_y),4,sudden,UOB,70.40915997077278,1.4210854715202004e-14
sine_P(x_y),4,sudden,CSMOTE,70.2417241956787,0.0
sine_P(x_y),4,sudden,RebalanceStream,70.13839299046957,0.0
sine_P(x_y),3,sudden,improved_OOB,70.37207705623985,0.0
sine_P(x_y),3,sudden,WEOB1,70.38846608195345,1.4210854715202004e-14
sine_P(x_y),3,sudden,OOB,70.40098411320177,1.4210854715202004e-14
sine_P(x_y),3,sudden,ESOS_ELM,65.4649617398985,0.01486844149998027
sine_P(x_y),3,sudden,improved_UOB,70.25645339459155,0.0
sine_P(x_y),3,sudden,WEOB2,70.21835240141368,1.4210854715202004e-14
sine_P(x_y),3,sudden,UOB,70.1590560991533,0.0
sine_P(x_y),3,sudden,CSMOTE,70.2107693712301,0.0
sine_P(x_y),3,sudden,RebalanceStream,70.03901882173543,1.4210854715202004e-14
sine_P(x_y),3,incremental,improved_OOB,70.35460750850152,0.0
sine_P(x_y),3,incremental,WEOB1,70.38943141390959,0.0
sine_P(x_y),3,incremental,OOB,70.39545430725352,0.0
sine_P(x_y),3,incremental,ESOS_ELM,65.35274467207688,0.05682302849706669
sine_P(x_y),3,incremental,improved_UOB,70.2477136421746,1.4210854715202004e-14
sine_P(x_y),3,incremental,WEOB2,70.20205984049622,1.4210854715202004e-14
sine_P(x_y),3,incremental,UOB,70.13434259538573,0.0
sine_P(x_y),3,incremental,CSMOTE,70.22274824208098,1.4210854715202004e-14
sine_P(x_y),3,incremental,RebalanceStream,69.84061038655162,0.0
sine_P(x_y),1,sudden,improved_OOB,70.08604996032076,0.0
sine_P(x_y),1,sudden,WEOB1,70.19339333895172,0.0
sine_P(x_y),1,sudden,OOB,70.0861117253787,0.0
sine_P(x_y),1,sudden,ESOS_ELM,64.88354031726814,0.07204056841483998
sine_P(x_y),1,sudden,improved_UOB,70.00861462694209,0.0
sine_P(x_y),1,sudden,WEOB2,69.8195909666778,0.0
sine_P(x_y),1,sudden,UOB,69.90378843317458,0.0
sine_P(x_y),1,sudden,CSMOTE,68.58806653752461,0.0
sine_P(x_y),1,sudden,RebalanceStream,69.06053046757015,0.0
sine_P(x_y),1,incremental,improved_OOB,70.10139768812886,0.0
sine_P(x_y),1,incremental,WEOB1,70.20790253404968,0.0
sine_P(x_y),1,incremental,OOB,70.1255444367439,0.0
sine_P(x_y),1,incremental,ESOS_ELM,65.1596372159435,0.08869040748813307
sine_P(x_y),1,incremental,improved_UOB,70.06545681233055,1.4210854715202004e-14
sine_P(x_y),1,incremental,WEOB2,69.85395266097191,0.0
sine_P(x_y),1,incremental,UOB,69.95996926435326,0.0
sine_P(x_y),1,incremental,CSMOTE,68.59060246320038,0.0
sine_P(x_y),1,incremental,RebalanceStream,69.10225534592428,0.0
sine_P(x_y),2,incremental,improved_OOB,70.35273505966595,0.0
sine_P(x_y),2,incremental,WEOB1,70.36847085849608,1.4210854715202004e-14
sine_P(x_y),2,incremental,OOB,70.37717215787652,0.0
sine_P(x_y),2,incremental,ESOS_ELM,65.23807575879212,0.03885367943134839
sine_P(x_y),2,incremental,improved_UOB,70.1758369770337,0.0
sine_P(x_y),2,incremental,WEOB2,70.14729428137979,0.0
sine_P(x_y),2,incremental,UOB,70.08179688236888,1.4210854715202004e-14
sine_P(x_y),2,incremental,CSMOTE,69.70861750472656,1.4210854715202004e-14
sine_P(x_y),2,incremental,RebalanceStream,69.84485577272508,0.0
sine_P(x_y),2,sudden,improved_OOB,70.35665802131493,0.0
sine_P(x_y),2,sudden,WEOB1,70.38132599725523,0.0
sine_P(x_y),2,sudden,OOB,70.37649910377755,0.0
sine_P(x_y),2,sudden,ESOS_ELM,65.3978194149569,0.020369291190624812
sine_P(x_y),2,sudden,improved_UOB,70.17438225167874,0.0
sine_P(x_y),2,sudden,WEOB2,70.15811843092912,0.0
sine_P(x_y),2,sudden,UOB,70.0861833121186,1.4210854715202004e-14
sine_P(x_y),2,sudden,CSMOTE,69.87705728340052,0.0
sine_P(x_y),2,sudden,RebalanceStream,69.85589122620468,0.0
jitter,1,incremental,improved_OOB,65.54680798951384,0.0
jitter,1,incremental,WEOB1,65.97873469088998,0.0
jitter,1,incremental,CSMOTE,63.12492595289929,0.0
jitter,1,incremental,OOB,65.73554498836094,0.0
jitter,1,incremental,ESOS_ELM,60.627986340595996,0.3288876367505326
jitter,1,incremental,improved_UOB,64.57847189331599,0.0
jitter,1,incremental,WEOB2,64.46000559134856,1.4210854715202004e-14
jitter,1,incremental,UOB,64.47643472569294,0.0
jitter,1,incremental,RebalanceStream,54.52086864093758,0.0
jitter,1,sudden,improved_OOB,68.06786687849583,1.4210854715202004e-14
jitter,1,sudden,WEOB1,68.07209927270017,0.0
jitter,1,sudden,CSMOTE,65.08266301936467,0.0
jitter,1,sudden,OOB,68.06853102909277,1.4210854715202004e-14
jitter,1,sudden,ESOS_ELM,63.500754175705694,0.1331490629092062
jitter,1,sudden,improved_UOB,66.22416208604338,0.0
jitter,1,sudden,WEOB2,65.2869211400174,0.0
jitter,1,sudden,UOB,65.76155416824315,0.0
jitter,1,sudden,RebalanceStream,60.415199554566605,0.0
jitter,1,periodic,improved_OOB,65.54680798951384,0.0
jitter,1,periodic,WEOB1,65.97873469088998,0.0
jitter,1,periodic,CSMOTE,63.12492595289929,0.0
jitter,1,periodic,OOB,65.73554498836094,0.0
jitter,1,periodic,ESOS_ELM,60.36062744426353,0.47876540104827003
jitter,1,periodic,improved_UOB,64.57847189331599,0.0
jitter,1,periodic,WEOB2,64.46000559134856,1.4210854715202004e-14
jitter,1,periodic,UOB,64.47643472569294,0.0
jitter,1,periodic,RebalanceStream,54.52086864093758,0.0
jitter,2,incremental,improved_OOB,66.37410959483205,1.4210854715202004e-14
jitter,2,incremental,WEOB1,66.37507539279667,0.0
jitter,2,incremental,CSMOTE,64.31770050017465,1.4210854715202004e-14
jitter,2,incremental,OOB,66.70391390343386,0.0
jitter,2,incremental,ESOS_ELM,60.81633673335158,0.3613129368357792
jitter,2,incremental,improved_UOB,64.31285158276901,1.4210854715202004e-14
jitter,2,incremental,WEOB2,64.93659595523494,0.0
jitter,2,incremental,UOB,64.77258011359257,0.0
jitter,2,incremental,RebalanceStream,61.78640761419864,0.0
jitter,2,sudden,improved_OOB,68.0404451274816,1.4210854715202004e-14
jitter,2,sudden,WEOB1,67.93069810131354,0.0
jitter,2,sudden,CSMOTE,65.78083132704782,0.0
jitter,2,sudden,OOB,68.2122324659563,0.0
jitter,2,sudden,ESOS_ELM,63.33989806985255,0.26561879935554783
jitter,2,sudden,improved_UOB,66.8420604459244,0.0
jitter,2,sudden,WEOB2,65.94533355127781,0.0
jitter,2,sudden,UOB,66.54982335991981,1.4210854715202004e-14
jitter,2,sudden,RebalanceStream,64.9962737106864,0.0
jitter,2,periodic,improved_OOB,66.37410959483205,1.4210854715202004e-14
jitter,2,periodic,WEOB1,66.37507539279667,0.0
jitter,2,periodic,CSMOTE,64.31770050017465,1.4210854715202004e-14
jitter,2,periodic,OOB,66.70391390343386,0.0
jitter,2,periodic,ESOS_ELM,60.79290209160746,0.45943680613859833
jitter,2,periodic,improved_UOB,64.31285158276901,1.4210854715202004e-14
jitter,2,periodic,WEOB2,64.93659595523494,0.0
jitter,2,periodic,UOB,64.77258011359257,0.0
jitter,2,periodic,RebalanceStream,61.78640761419864,0.0
jitter,3,incremental,improved_OOB,66.97973718941998,0.0
jitter,3,incremental,WEOB1,66.84248486462924,0.0
jitter,3,incremental,CSMOTE,65.36687476450018,1.4210854715202004e-14
jitter,3,incremental,OOB,67.01713606972557,0.0
jitter,3,incremental,ESOS_ELM,62.04299437895683,0.04710624611388108
jitter,3,incremental,improved_UOB,66.42094533493739,0.0
jitter,3,incremental,WEOB2,65.75702455872575,1.4210854715202004e-14
jitter,3,incremental,UOB,66.05422080217008,1.4210854715202004e-14
jitter,3,incremental,RebalanceStream,65.26323204117492,0.0
jitter,3,sudden,improved_OOB,68.20218564095885,0.0
jitter,3,sudden,WEOB1,68.0385978866633,0.0
jitter,3,sudden,CSMOTE,66.06723311928644,1.4210854715202004e-14
jitter,3,sudden,OOB,68.22517175712309,0.0
jitter,3,sudden,ESOS_ELM,63.38714263491804,0.19923106003584523
jitter,3,sudden,improved_UOB,67.5330278661522,0.0
jitter,3,sudden,WEOB2,66.20077483461891,1.4210854715202004e-14
jitter,3,sudden,UOB,67.09211430335344,0.0
jitter,3,sudden,RebalanceStream,67.05606296701583,0.0
jitter,3,periodic,improved_OOB,66.97973718941998,0.0
jitter,3,periodic,WEOB1,66.84248486462924,0.0
jitter,3,periodic,CSMOTE,65.36687476450018,1.4210854715202004e-14
jitter,3,periodic,OOB,67.01713606972557,0.0
jitter,3,periodic,ESOS_ELM,62.044375705102276,0.0659097529244773
jitter,3,periodic,improved_UOB,66.42094533493739,0.0
jitter,3,periodic,WEOB2,65.75702455872575,1.4210854715202004e-14
jitter,3,periodic,UOB,66.05422080217008,1.4210854715202004e-14
jitter,3,periodic,RebalanceStream,65.26323204117492,0.0
jitter,4,incremental,improved_OOB,66.79947661018363,1.4210854715202004e-14
jitter,4,incremental,WEOB1,66.61458125777997,0.0
jitter,4,incremental,CSMOTE,65.33087751350595,0.0
jitter,4,incremental,OOB,66.37953059670906,0.0
jitter,4,incremental,ESOS_ELM,61.16129190221403,0.7214110798442042
jitter,4,incremental,improved_UOB,65.7530821384556,0.0
jitter,4,incremental,WEOB2,65.49539600972443,1.4210854715202004e-14
jitter,4,incremental,UOB,66.37953059670906,0.0
jitter,4,incremental,RebalanceStream,65.60781885595068,0.0
jitter,4,sudden,improved_OOB,67.98993642631335,1.4210854715202004e-14
jitter,4,sudden,WEOB1,67.90509473115539,0.0
jitter,4,sudden,CSMOTE,66.20563980068945,0.0
jitter,4,sudden,OOB,67.85814911722971,1.4210854715202004e-14
jitter,4,sudden,ESOS_ELM,63.34246731382247,0.08947207877183534
jitter,4,sudden,improved_UOB,67.58651033401733,0.0
jitter,4,sudden,WEOB2,65.92273020822009,0.0
jitter,4,sudden,UOB,67.85814911722971,1.4210854715202004e-14
jitter,4,sudden,RebalanceStream,67.69902030171428,0.0
jitter,4,periodic,improved_OOB,66.79947661018363,1.4210854715202004e-14
jitter,4,periodic,WEOB1,66.61458125777997,0.0
jitter,4,periodic,CSMOTE,65.33087751350595,0.0
jitter,4,periodic,OOB,66.37953059670906,0.0
jitter,4,periodic,ESOS_ELM,61.005957347229185,0.6574687515364747
jitter,4,periodic,improved_UOB,65.7530821384556,0.0
jitter,4,periodic,WEOB2,65.49539600972443,1.4210854715202004e-14
jitter,4,periodic,UOB,66.37953059670906,0.0
jitter,4,periodic,RebalanceStream,65.60781885595068,0.0
disappearing-minority,1,incremental,improved_OOB,58.78151664725533,0.0
disappearing-minority,1,incremental,WEOB1,58.773002320121954,7.105427357601002e-15
disappearing-minority,1,incremental,CSMOTE,57.306728632821624,0.0
disappearing-minority,1,incremental,OOB,58.79682227017228,7.105427357601002e-15
disappearing-minority,1,incremental,ESOS_ELM,54.67837050129757,0.045974830808812504
disappearing-minority,1,incremental,improved_UOB,57.65061089999735,0.0
disappearing-minority,1,incremental,WEOB2,57.58652705925501,0.0
disappearing-minority,1,incremental,UOB,57.578783103297575,0.0
disappearing-minority,1,incremental,RebalanceStream,50.47313637322053,7.105427357601002e-15
disappearing-minority,1,sudden,improved_OOB,57.81232262070282,0.0
disappearing-minority,1,sudden,WEOB1,57.880923766505745,1.4210854715202004e-14
disappearing-minority,1,sudden,CSMOTE,56.771651143525766,0.0
disappearing-minority,1,sudden,OOB,57.828094090124104,7.105427357601002e-15
disappearing-minority,1,sudden,ESOS_ELM,53.84439669040912,0.043361890819026666
disappearing-minority,1,sudden,improved_UOB,56.86483470532373,0.0
disappearing-minority,1,sudden,WEOB2,56.82222562969432,0.0
disappearing-minority,1,sudden,UOB,56.79376504751548,0.0
disappearing-minority,1,sudden,RebalanceStream,50.12478065079558,0.0
disappearing-minority,1,periodic,improved_OOB,65.83513709965686,0.0
disappearing-minority,1,periodic,WEOB1,66.22386658931262,1.4210854715202004e-14
disappearing-minority,1,periodic,CSMOTE,64.17885236629414,0.0
disappearing-minority,1,periodic,OOB,65.91640158383123,0.0
disappearing-minority,1,periodic,ESOS_ELM,60.99720382118339,0.10278615741026989
disappearing-minority,1,periodic,improved_UOB,64.90313488635567,0.0
disappearing-minority,1,periodic,WEOB2,64.56765979179735,0.0
disappearing-minority,1,periodic,UOB,64.83022626232743,0.0
disappearing-minority,1,periodic,RebalanceStream,54.940454941477775,0.0
disappearing-minority,2,incremental,improved_OOB,58.7700763062021,0.0
disappearing-minority,2,incremental,WEOB1,58.71902979332473,0.0
disappearing-minority,2,incremental,CSMOTE,58.19451660464396,0.0
disappearing-minority,2,incremental,OOB,58.9424306141972,0.0
disappearing-minority,2,incremental,ESOS_ELM,54.669884357137775,0.06695256922336294
disappearing-minority,2,incremental,improved_UOB,58.09461443069567,1.4210854715202004e-14
disappearing-minority,2,incremental,WEOB2,57.921276797504014,0.0
disappearing-minority,2,incremental,UOB,57.893131870001206,0.0
disappearing-minority,2,incremental,RebalanceStream,55.182160903623455,0.0
disappearing-minority,2,sudden,improved_OOB,57.882143916833016,0.0
disappearing-minority,2,sudden,WEOB1,57.84409554948536,0.0
disappearing-minority,2,sudden,CSMOTE,57.64906367377923,0.0
disappearing-minority,2,sudden,OOB,58.05646675282243,0.0
disappearing-minority,2,sudden,ESOS_ELM,53.78654990629146,0.06447974649251824
disappearing-minority,2,sudden,improved_UOB,57.22357001640121,1.4210854715202004e-14
disappearing-minority,2,sudden,WEOB2,57.07476583535767,0.0
disappearing-minority,2,sudden,UOB,57.05634508811162,7.105427357601002e-15
disappearing-minority,2,sudden,RebalanceStream,54.773655601765654,0.0
disappearing-minority,2,periodic,improved_OOB,66.30230226824486,0.0
disappearing-minority,2,periodic,WEOB1,66.4422719669192,0.0
disappearing-minority,2,periodic,CSMOTE,65.31749175898786,1.4210854715202004e-14
disappearing-minority,2,periodic,OOB,66.52219729220519,0.0
disappearing-minority,2,periodic,ESOS_ELM,61.20413768283985,0.1584977195241994
disappearing-minority,2,periodic,improved_UOB,65.87223227973416,1.4210854715202004e-14
disappearing-minority,2,periodic,WEOB2,65.59014691972516,0.0
disappearing-minority,2,periodic,UOB,65.56883666561876,1.4210854715202004e-14
disappearing-minority,2,periodic,RebalanceStream,57.58909876923847,0.0
disappearing-minority,3,incremental,improved_OOB,58.90356356955367,1.4210854715202004e-14
disappearing-minority,3,incremental,WEOB1,58.80482422362955,0.0
disappearing-minority,3,incremental,CSMOTE,58.54216320330696,7.105427357601002e-15
disappearing-minority,3,incremental,OOB,58.914089254395094,0.0
disappearing-minority,3,incremental,ESOS_ELM,54.59378162474119,0.093945670640028
disappearing-minority,3,incremental,improved_UOB,58.48585689190385,0.0
disappearing-minority,3,incremental,WEOB2,58.29074306566895,0.0
disappearing-minority,3,incremental,UOB,58.144574922356604,0.0
disappearing-minority,3,incremental,RebalanceStream,57.25897351243693,0.0
disappearing-minority,3,sudden,improved_OOB,58.028668632581095,0.0
disappearing-minority,3,sudden,WEOB1,57.92295340949939,0.0
disappearing-minority,3,sudden,CSMOTE,57.87261264464621,0.0
disappearing-minority,3,sudden,OOB,58.03536320362688,7.105427357601002e-15
disappearing-minority,3,sudden,ESOS_ELM,53.72390649817845,0.043140121613162274
disappearing-minority,3,sudden,improved_UOB,57.6258455821944,0.0
disappearing-minority,3,sudden,WEOB2,57.41443828673319,1.4210854715202004e-14
disappearing-minority,3,sudden,UOB,57.27803449648353,0.0
disappearing-minority,3,sudden,RebalanceStream,56.98624218659139,0.0
disappearing-minority,3,periodic,improved_OOB,66.47791607188654,0.0
disappearing-minority,3,periodic,WEOB1,66.62637052059765,1.4210854715202004e-14
disappearing-minority,3,periodic,CSMOTE,65.93490344305687,0.0
disappearing-minority,3,periodic,OOB,66.51452773083028,0.0
disappearing-minority,3,periodic,ESOS_ELM,60.89129638584708,0.19727429480465647
disappearing-minority,3,periodic,improved_UOB,66.31675103555384,1.4210854715202004e-14
disappearing-minority,3,periodic,WEOB2,66.05556946380325,1.4210854715202004e-14
disappearing-minority,3,periodic,UOB,65.9324629709075,0.0
disappearing-minority,3,periodic,RebalanceStream,62.2304774092785,0.0
disappearing-minority,4,incremental,improved_OOB,58.82774232058453,0.0
disappearing-minority,4,incremental,WEOB1,58.7471742942465,0.0
disappearing-minority,4,incremental,CSMOTE,58.55749522878828,0.0
disappearing-minority,4,incremental,OOB,58.705638182144504,0.0
disappearing-minority,4,incremental,ESOS_ELM,54.617271509169164,0.09781064599790698
disappearing-minority,4,incremental,improved_UOB,58.46409984659855,0.0
disappearing-minority,4,incremental,WEOB2,58.26274761718129,0.0
disappearing-minority,4,incremental,UOB,58.70544995922014,0.0
disappearing-minority,4,incremental,RebalanceStream,57.830251887161054,1.4210854715202004e-14
disappearing-minority,4,sudden,improved_OOB,57.93929981631777,0.0
disappearing-minority,4,sudden,WEOB1,57.879085250729545,0.0
disappearing-minority,4,sudden,CSMOTE,57.95542585415969,0.0
disappearing-minority,4,sudden,OOB,57.799172315539316,0.0
disappearing-minority,4,sudden,ESOS_ELM,53.71775146717484,0.06414210389652045
disappearing-minority,4,sudden,improved_UOB,57.624427039882825,0.0
disappearing-minority,4,sudden,WEOB2,57.39429204385302,7.105427357601002e-15
disappearing-minority,4,sudden,UOB,57.799172315539316,0.0
disappearing-minority,4,sudden,RebalanceStream,57.61366915811235,7.105427357601002e-15
disappearing-minority,4,periodic,improved_OOB,66.46870563536501,0.0
disappearing-minority,4,periodic,WEOB1,66.5907552896251,1.4210854715202004e-14
disappearing-minority,4,periodic,CSMOTE,66.08325583118506,0.0
disappearing-minority,4,periodic,OOB,66.36913581609112,0.0
disappearing-minority,4,periodic,ESOS_ELM,60.813085609402286,0.17087174827663382
disappearing-minority,4,periodic,improved_UOB,66.35807844463922,0.0
disappearing-minority,4,periodic,WEOB2,66.08475904915704,0.0
disappearing-minority,4,periodic,UOB,65.81641432051029,1.4210854715202004e-14
disappearing-minority,4,periodic,RebalanceStream,65.22322660208374,0.0
appearing-minority,1,incremental,improved_OOB,58.33129744975289,0.0
appearing-minority,1,incremental,WEOB1,58.69942755855087,7.105427357601002e-15
appearing-minority,1,incremental,CSMOTE,57.24298772940339,7.105427357601002e-15
appearing-minority,1,incremental,OOB,58.56038790208331,0.0
appearing-minority,1,incremental,ESOS_ELM,50.0,0.0
appearing-minority,1,incremental,improved_UOB,57.834985240474374,7.105427357601002e-15
appearing-minority,1,incremental,WEOB2,57.68109576375863,0.0
appearing-minority,1,incremental,UOB,57.56807907256738,7.105427357601002e-15
appearing-minority,1,incremental,RebalanceStream,52.14473376792995,0.0
appearing-minority,1,sudden,improved_OOB,57.800665208436726,0.0
appearing-minority,1,sudden,WEOB1,57.93917875459706,0.0
appearing-minority,1,sudden,CSMOTE,56.695878412411595,0.0
appearing-minority,1,sudden,OOB,58.06924396756134,0.0
appearing-minority,1,sudden,ESOS_ELM,50.0,0.0
appearing-minority,1,sudden,improved_UOB,56.83618808981028,0.0
appearing-minority,1,sudden,WEOB2,56.705767719330915,0.0
appearing-minority,1,sudden,UOB,56.54750566225289,0.0
appearing-minority,1,sudden,RebalanceStream,50.91912665419018,0.0
appearing-minority,1,periodic,improved_OOB,51.34712449379024,0.0
appearing-minority,1,periodic,WEOB1,51.49561110463246,0.0
appearing-minority,1,periodic,CSMOTE,51.25877161376354,0.0
appearing-minority,1,periodic,OOB,51.346407912474305,0.0
appearing-minority,1,periodic,ESOS_ELM,50.0,0.0
appearing-minority,1,periodic,improved_UOB,51.41654519654744,0.0
appearing-minority,1,periodic,WEOB2,51.41218804291721,0.0
appearing-minority,1,periodic,UOB,50.99921332408148,7.105427357601002e-15
appearing-minority,1,periodic,RebalanceStream,51.00510301180678,0.0
appearing-minority,2,incremental,improved_OOB,59.018056402590936,7.105427357601002e-15
appearing-minority,2,incremental,WEOB1,59.20485211387771,0.0
appearing-minority,2,incremental,CSMOTE,58.012176852540094,1.4210854715202004e-14
appearing-minority,2,incremental,OOB,59.21394062781682,0.0
appearing-minority,2,incremental,ESOS_ELM,50.0,0.0
appearing-minority,2,incremental,improved_UOB,58.38310941846644,0.0
appearing-minority,2,incremental,WEOB2,58.16049576315005,0.0
appearing-minority,2,incremental,UOB,58.87613886312355,7.105427357601002e-15
appearing-minority,2,incremental,RebalanceStream,54.17645627588662,0.0
appearing-minority,2,sudden,improved_OOB,58.308499506956615,7.105427357601002e-15
appearing-minority,2,sudden,WEOB1,58.240219911185214,0.0
appearing-minority,2,sudden,CSMOTE,57.48465930301503,7.105427357601002e-15
appearing-minority,2,sudden,OOB,58.31392777998967,1.4210854715202004e-14
appearing-minority,2,sudden,ESOS_ELM,50.0,0.0
appearing-minority,2,sudden,improved_UOB,57.36015396077615,7.105427357601002e-15
appearing-minority,2,sudden,WEOB2,57.16129102173254,1.4210854715202004e-14
appearing-minority,2,sudden,UOB,57.39022431682704,0.0
appearing-minority,2,sudden,RebalanceStream,54.29666423914114,0.0
appearing-minority,2,periodic,improved_OOB,51.54403672443514,0.0
appearing-minority,2,periodic,WEOB1,51.61332072013221,0.0
appearing-minority,2,periodic,CSMOTE,51.39506174332172,0.0
appearing-minority,2,periodic,OOB,51.584672820267336,0.0
appearing-minority,2,periodic,ESOS_ELM,50.0,0.0
appearing-minority,2,periodic,improved_UOB,51.43804337155323,0.0
appearing-minority,2,periodic,WEOB2,51.43214105741504,0.0
appearing-minority,2,periodic,UOB,51.3170940770739,0.0
appearing-minority,2,periodic,RebalanceStream,51.20719280303943,0.0
appearing-minority,3,incremental,improved_OOB,59.32718208757012,0.0
appearing-minority,3,incremental,WEOB1,59.25954592441743,0.0
appearing-minority,3,incremental,CSMOTE,58.68121875358016,0.0
appearing-minority,3,incremental,OOB,59.45120981199917,7.105427357601002e-15
appearing-minority,3,incremental,ESOS_ELM,50.0,0.0
appearing-minority,3,incremental,improved_UOB,58.86054289687528,0.0
appearing-minority,3,incremental,WEOB2,58.541521175162906,7.105427357601002e-15
appearing-minority,3,incremental,UOB,58.783182924230914,0.0
appearing-minority,3,incremental,RebalanceStream,57.591067579067534,7.105427357601002e-15
appearing-minority,3,sudden,improved_OOB,58.301767672089476,0.0
appearing-minority,3,sudden,WEOB1,58.246377787078515,1.4210854715202004e-14
appearing-minority,3,sudden,CSMOTE,58.07087279574686,0.0
appearing-minority,3,sudden,OOB,58.22323389650019,1.4210854715202004e-14
appearing-minority,3,sudden,ESOS_ELM,50.0,0.0
appearing-minority,3,sudden,improved_UOB,57.501965174835085,7.105427357601002e-15
appearing-minority,3,sudden,WEOB2,57.29859702412011,0.0
appearing-minority,3,sudden,UOB,57.64462356910322,1.4210854715202004e-14
